  31 09 03.55512,  -97 24 43.89896,      181.503,         Latitude,        Longitude,        H-Ell,      CorrTime,        Heading,          Pitch,           Roll,     VEast,    VNorth,       VUp
  31 09 03.55494,  -97 24 43.89886,      181.505,   31 09 03.55494,  -97 24 43.89886,      181.505, 1266446374.00,  32.6404773970,   3.4326703647,   0.9730828714,     0.016,     0.017,    -0.010
  31 09 03.55495,  -97 24 43.89884,      181.504,   31 09 03.55495,  -97 24 43.89884,      181.504, 1266446375.00,  32.6490774935,   3.4637304068,   1.0414940321,     0.006,     0.004,     0.005
  31 09 03.55490,  -97 24 43.89884,      181.504,   31 09 03.55490,  -97 24 43.89884,      181.504, 1266446376.00,  32.5956720974,   3.4825348816,   1.0149374383,    -0.006,    -0.020,     0.020
  31 09 03.55500,  -97 24 43.89875,      181.506,   31 09 03.55500,  -97 24 43.89875,      181.506, 1266446377.00,  32.6130441777,   3.4039537200,   1.0014442822,    -0.005,    -0.010,    -0.017
  31 09 03.55502,  -97 24 43.89877,      181.507,   31 09 03.55502,  -97 24 43.89877,      181.507, 1266446378.00,  32.6261018859,   3.3375020749,   1.0251704645,     0.007,     0.012,     0.002
  31 09 03.55503,  -97 24 43.89876,      181.504,   31 09 03.55503,  -97 24 43.89876,      181.504, 1266446379.00,  32.6297458975,   3.4498877465,   1.0198018500,     0.005,     0.008,     0.000
  31 09 03.55507,  -97 24 43.89876,      181.506,   31 09 03.55507,  -97 24 43.89876,      181.506, 1266446380.00,  32.6291156439,   3.3308901420,   0.9535564697,     0.006,    -0.004,     0.009
  31 09 03.55506,  -97 24 43.89878,      181.506,   31 09 03.55506,  -97 24 43.89878,      181.506, 1266446381.00,  32.6458975777,   3.3903688907,   0.9455579789,     0.003,     0.014,     0.007
  31 09 03.55505,  -97 24 43.89878,      181.503,   31 09 03.55505,  -97 24 43.89878,      181.503, 1266446382.00,  32.6306798187,   3.4762552642,   0.9346488625,     0.002,     0.004,    -0.009
  31 09 03.55511,  -97 24 43.89863,      181.506,   31 09 03.55511,  -97 24 43.89863,      181.506, 1266446383.00,  32.5566536715,   3.4146966787,   0.9174257511,     0.005,     0.001,     0.001
  31 09 03.55506,  -97 24 43.89865,      181.506,   31 09 03.55506,  -97 24 43.89865,      181.506, 1266446384.00,  32.5370413262,   3.4002180352,   0.9108138182,    -0.003,    -0.024,     0.013
  31 09 03.55499,  -97 24 43.89869,      181.507,   31 09 03.55499,  -97 24 43.89869,      181.507, 1266446385.00,  32.5661132047,   3.3971469814,   0.9927868899,    -0.002,    -0.003,     0.002
  31 09 03.55505,  -97 24 43.89868,      181.509,   31 09 03.55505,  -97 24 43.89868,      181.509, 1266446386.00,  32.6095319465,   3.3592343641,   1.0995575751,    -0.000,     0.020,     0.001
  31 09 03.55519,  -97 24 43.89862,      181.511,   31 09 03.55519,  -97 24 43.89862,      181.511, 1266446387.00,  32.5815200399,   3.2598491050,   0.8687415273,    -0.003,     0.003,    -0.000
  31 09 03.55510,  -97 24 43.89867,      181.507,   31 09 03.55510,  -97 24 43.89867,      181.507, 1266446388.00,  32.5783745016,   3.4206153327,   0.9791046578,     0.005,    -0.009,     0.021
  31 09 03.55501,  -97 24 43.89874,      181.506,   31 09 03.55501,  -97 24 43.89874,      181.506, 1266446389.00,  32.6147515920,   3.4904302400,   1.0369733951,     0.002,    -0.006,     0.036
  31 09 03.55501,  -97 24 43.89868,      181.508,   31 09 03.55501,  -97 24 43.89868,      181.508, 1266446390.00,  32.5466211806,   3.4799966786,   0.9157355256,    -0.003,    -0.000,    -0.002
  31 09 03.55513,  -97 24 43.89868,      181.506,   31 09 03.55513,  -97 24 43.89868,      181.506, 1266446391.00,  32.6031033600,   3.4990819028,   0.9669751413,    -0.013,     0.002,    -0.029
  31 09 03.55511,  -97 24 43.89876,      181.507,   31 09 03.55511,  -97 24 43.89876,      181.507, 1266446392.00,  32.6716119236,   3.5093493064,   1.0578118701,    -0.006,    -0.010,     0.001
  31 09 03.55516,  -97 24 43.89865,      181.511,   31 09 03.55516,  -97 24 43.89865,      181.511, 1266446393.00,  32.5972018947,   3.3920247387,   1.0364118965,     0.002,    -0.023,     0.008
  31 09 03.55509,  -97 24 43.89867,      181.509,   31 09 03.55509,  -97 24 43.89867,      181.509, 1266446394.00,  32.5539149333,   3.4579779105,   0.9378516965,     0.003,    -0.007,    -0.000
  31 09 03.55512,  -97 24 43.89865,      181.512,   31 09 03.55512,  -97 24 43.89865,      181.512, 1266446395.00,  32.5831243217,   3.4213200708,   0.8953210394,     0.004,    -0.001,     0.018
  31 09 03.55513,  -97 24 43.89860,      181.514,   31 09 03.55513,  -97 24 43.89860,      181.514, 1266446396.00,  32.5851697810,   3.3597500261,   0.9845534864,     0.013,     0.013,    -0.009
  31 09 03.55517,  -97 24 43.89861,      181.515,   31 09 03.55517,  -97 24 43.89861,      181.515, 1266446397.00,  32.5824081244,   3.3784513686,   0.9644713157,     0.000,     0.001,    -0.002
  31 09 03.55515,  -97 24 43.89851,      181.516,   31 09 03.55515,  -97 24 43.89851,      181.516, 1266446398.00,  32.4671118273,   3.3626205447,   0.9105903646,     0.001,     0.004,     0.006
  31 09 03.55523,  -97 24 43.89854,      181.516,   31 09 03.55523,  -97 24 43.89854,      181.516, 1266446399.00,  32.5603148719,   3.3778039263,   0.9502218553,    -0.011,    -0.000,    -0.007
  31 09 03.55515,  -97 24 43.89871,      181.514,   31 09 03.55515,  -97 24 43.89871,      181.514, 1266446400.00,  32.6945302354,   3.4992480605,   0.9988946200,    -0.000,    -0.011,     0.014
  31 09 03.55512,  -97 24 43.89857,      181.518,   31 09 03.55512,  -97 24 43.89857,      181.518, 1266446401.00,  32.5326639287,   3.3904662935,   0.9520495907,    -0.013,    -0.014,     0.020
  31 09 03.55517,  -97 24 43.89859,      181.519,   31 09 03.55517,  -97 24 43.89859,      181.519, 1266446402.00,  32.5782026142,   3.4102906332,   0.8863542499,    -0.007,    -0.009,     0.009
  31 09 03.55520,  -97 24 43.89856,      181.521,   31 09 03.55520,  -97 24 43.89856,      181.521, 1266446403.00,  32.5752404224,   3.3472251687,   0.9484456862,    -0.005,     0.008,     0.010
  31 09 03.55516,  -97 24 43.89862,      181.520,   31 09 03.55516,  -97 24 43.89862,      181.520, 1266446404.00,  32.5880861362,   3.4486501576,   0.9038867584,    -0.002,    -0.008,    -0.009
  31 09 03.55515,  -97 24 43.89861,      181.521,   31 09 03.55515,  -97 24 43.89861,      181.521, 1266446405.00,  32.5805001750,   3.4540817975,   0.9656229609,     0.003,     0.005,    -0.004
  31 09 03.55518,  -97 24 43.89858,      181.522,   31 09 03.55518,  -97 24 43.89858,      181.522, 1266446406.00,  32.5718599714,   3.4014441649,   0.9741313841,    -0.004,    -0.006,    -0.015
  31 09 03.55515,  -97 24 43.89859,      181.520,   31 09 03.55515,  -97 24 43.89859,      181.520, 1266446407.00,  32.5591976042,   3.5195880622,   0.9849946639,    -0.006,    -0.016,    -0.001
  31 09 03.55521,  -97 24 43.89859,      181.525,   31 09 03.55521,  -97 24 43.89859,      181.525, 1266446408.00,  32.5815887948,   3.4132585546,   0.8782010605,    -0.005,    -0.019,    -0.009
  31 09 03.55524,  -97 24 43.89859,      181.526,   31 09 03.55524,  -97 24 43.89859,      181.526, 1266446409.00,  32.6155651920,   3.4049563962,   0.9680465723,     0.007,    -0.027,    -0.009
  31 09 03.55525,  -97 24 43.89853,      181.525,   31 09 03.55525,  -97 24 43.89853,      181.525, 1266446410.00,  32.6361572952,   3.4273876938,   1.0338908822,    -0.006,    -0.025,    -0.012
  31 09 03.55527,  -97 24 43.89851,      181.528,   31 09 03.55527,  -97 24 43.89851,      181.528, 1266446411.00,  32.6063176532,   3.3626033560,   0.9977601636,     0.002,    -0.003,    -0.003
  31 09 03.55531,  -97 24 43.89841,      181.532,   31 09 03.55531,  -97 24 43.89841,      181.532, 1266446412.00,  32.5384393432,   3.2915852372,   0.9500213201,     0.018,     0.007,    -0.026
  31 09 03.55530,  -97 24 43.89841,      181.527,   31 09 03.55530,  -97 24 43.89841,      181.527, 1266446413.00,  32.5158819948,   3.4543338990,   0.9206285852,     0.011,     0.016,     0.003
  31 09 03.55531,  -97 24 43.89844,      181.528,   31 09 03.55531,  -97 24 43.89844,      181.528, 1266446414.00,  32.5746961125,   3.4484324337,   0.9763200829,    -0.004,    -0.005,    -0.001
  31 09 03.55526,  -97 24 43.89850,      181.528,   31 09 03.55526,  -97 24 43.89850,      181.528, 1266446415.00,  32.5980097652,   3.4740149992,   0.9833961117,    -0.000,    -0.014,     0.017
  31 09 03.55526,  -97 24 43.89845,      181.530,   31 09 03.55526,  -97 24 43.89845,      181.530, 1266446416.00,  32.6086553210,   3.4149258618,   0.9837799934,     0.002,    -0.011,    -0.019
  31 09 03.55539,  -97 24 43.89836,      181.536,   31 09 03.55539,  -97 24 43.89836,      181.536, 1266446417.00,  32.5973852412,   3.2738808414,   0.9248627433,    -0.003,     0.000,     0.003
  31 09 03.55540,  -97 24 43.89834,      181.537,   31 09 03.55540,  -97 24 43.89834,      181.537, 1266446418.00,  32.6217817841,   3.2478857462,   1.0263278393,     0.006,     0.005,     0.010
  31 09 03.55537,  -97 24 43.89837,      181.536,   31 09 03.55537,  -97 24 43.89837,      181.536, 1266446419.00,  32.6361171882,   3.3060524216,   1.0366353500,     0.017,     0.004,    -0.003
  31 09 03.55530,  -97 24 43.89840,      181.534,   31 09 03.55530,  -97 24 43.89840,      181.534, 1266446420.00,  32.5774577691,   3.3864154819,   0.9263180561,    -0.008,    -0.014,     0.006
  31 09 03.55529,  -97 24 43.89831,      181.535,   31 09 03.55529,  -97 24 43.89831,      181.535, 1266446421.00,  32.4842203471,   3.3607125952,   0.9006839244,     0.000,    -0.003,    -0.011
  31 09 03.55535,  -97 24 43.89828,      181.535,   31 09 03.55535,  -97 24 43.89828,      181.535, 1266446422.00,  32.5559317447,   3.3408195006,   1.0773554605,     0.007,     0.013,     0.000
  31 09 03.55537,  -97 24 43.89828,      181.537,   31 09 03.55537,  -97 24 43.89828,      181.537, 1266446423.00,  32.5652423089,   3.2769232473,   1.0544027712,     0.014,     0.014,     0.001
  31 09 03.55543,  -97 24 43.89820,      181.539,   31 09 03.55543,  -97 24 43.89820,      181.539, 1266446424.00,  32.5025206191,   3.1890372511,   0.9694732373,     0.001,     0.020,    -0.007
  31 09 03.55548,  -97 24 43.89828,      181.537,   31 09 03.55548,  -97 24 43.89828,      181.537, 1266446425.00,  32.5879142488,   3.2810657321,   0.9461710437,     0.002,     0.007,    -0.004
  31 09 03.55542,  -97 24 43.89833,      181.534,   31 09 03.55542,  -97 24 43.89833,      181.534, 1266446426.00,  32.5658725625,   3.3959494996,   0.9444292520,     0.007,    -0.001,    -0.002
  31 09 03.55548,  -97 24 43.89831,      181.537,   31 09 03.55548,  -97 24 43.89831,      181.537, 1266446427.00,  32.5542701671,   3.2758632753,   0.9811501171,     0.015,    -0.001,     0.008
  31 09 03.55547,  -97 24 43.89835,      181.534,   31 09 03.55547,  -97 24 43.89835,      181.534, 1266446428.00,  32.6005193203,   3.3542439017,   1.0096948745,     0.018,     0.005,    -0.021
  31 09 03.55543,  -97 24 43.89835,      181.531,   31 09 03.55543,  -97 24 43.89835,      181.531, 1266446429.00,  32.5708802136,   3.4392651089,   0.9790187141,    -0.006,    -0.017,    -0.003
  31 09 03.55549,  -97 24 43.89835,      181.535,   31 09 03.55549,  -97 24 43.89835,      181.535, 1266446430.00,  32.5442663240,   3.3321391900,   0.9090433786,    -0.001,    -0.000,     0.003
  31 09 03.55545,  -97 24 43.89845,      181.530,   31 09 03.55545,  -97 24 43.89845,      181.530, 1266446431.00,  32.5450856537,   3.4451780334,   0.6404751417,     0.013,     0.003,     0.008
  31 09 03.55540,  -97 24 43.89844,      181.529,   31 09 03.55540,  -97 24 43.89844,      181.529, 1266446432.00,  32.5423297267,   3.4544885976,   0.8579871095,    -0.001,     0.006,     0.012
  31 09 03.55551,  -97 24 43.89837,      181.531,   31 09 03.55551,  -97 24 43.89837,      181.531, 1266446433.00,  32.6278207593,   3.3742286696,   0.7007617609,    -0.007,    -0.016,    -0.016
  31 09 03.55550,  -97 24 43.89834,      181.533,   31 09 03.55550,  -97 24 43.89834,      181.533, 1266446434.00,  32.5545967531,   3.2870474115,   0.7895816783,    -0.000,    -0.016,    -0.017
  31 09 03.55543,  -97 24 43.89832,      181.532,   31 09 03.55543,  -97 24 43.89832,      181.532, 1266446435.00,  32.5111092564,   3.2678533254,   0.9108481957,     0.006,     0.004,     0.012
  31 09 03.55530,  -97 24 43.89850,      181.522,   31 09 03.55530,  -97 24 43.89850,      181.522, 1266446436.00,  32.6276374128,   3.5922276515,   0.9565988756,    -0.006,     0.015,    -0.005
  31 09 03.55529,  -97 24 43.89847,      181.520,   31 09 03.55529,  -97 24 43.89847,      181.520, 1266446437.00,  32.6847154683,   3.6192311524,   1.1093436942,     0.002,    -0.016,    -0.017
  31 09 03.55538,  -97 24 43.89831,      181.526,   31 09 03.55538,  -97 24 43.89831,      181.526, 1266446438.00,  32.5650876103,   3.4287398742,   0.9846623484,    -0.001,    -0.011,    -0.015
  31 09 03.55537,  -97 24 43.89833,      181.526,   31 09 03.55537,  -97 24 43.89833,      181.526, 1266446439.00,  32.5142662539,   3.4454931602,   0.8819653932,    -0.001,    -0.022,    -0.018
  31 09 03.55542,  -97 24 43.89827,      181.527,   31 09 03.55542,  -97 24 43.89827,      181.527, 1266446440.00,  32.5246196012,   3.3378401200,   0.9797635593,    -0.001,    -0.008,    -0.036
  31 09 03.55547,  -97 24 43.89828,      181.529,   31 09 03.55547,  -97 24 43.89828,      181.529, 1266446441.00,  32.5689378867,   3.2543315214,   0.9928098082,    -0.004,    -0.003,    -0.010
  31 09 03.55543,  -97 24 43.89826,      181.531,   31 09 03.55543,  -97 24 43.89826,      181.531, 1266446442.00,  32.4804445552,   3.1811189743,   0.8522919090,     0.011,     0.019,    -0.009
  31 09 03.55532,  -97 24 43.89833,      181.527,   31 09 03.55532,  -97 24 43.89833,      181.527, 1266446443.00,  32.4610499339,   3.3012223874,   0.8922327969,    -0.007,     0.022,     0.015
  31 09 03.55535,  -97 24 43.89838,      181.525,   31 09 03.55535,  -97 24 43.89838,      181.525, 1266446444.00,  32.5405707462,   3.3807947659,   0.9365167049,     0.011,     0.015,     0.002
  31 09 03.55536,  -97 24 43.89842,      181.523,   31 09 03.55536,  -97 24 43.89842,      181.523, 1266446445.00,  32.5460482228,   3.4502028733,   0.9394445192,     0.008,     0.013,     0.010
  31 09 03.55550,  -97 24 43.89835,      181.525,   31 09 03.55550,  -97 24 43.89835,      181.525, 1266446446.00,  32.5148850483,   3.3586098401,   0.8883825205,    -0.012,    -0.019,    -0.002
  31 09 03.55546,  -97 24 43.89843,      181.523,   31 09 03.55546,  -97 24 43.89843,      181.523, 1266446447.00,  32.5586991309,   3.4469083659,   0.9834419483,    -0.010,    -0.020,     0.002
  31 09 03.55547,  -97 24 43.89840,      181.523,   31 09 03.55547,  -97 24 43.89840,      181.523, 1266446448.00,  32.5106566198,   3.4638679167,   0.9870687711,    -0.013,    -0.013,     0.006
  31 09 03.55551,  -97 24 43.89846,      181.524,   31 09 03.55551,  -97 24 43.89846,      181.524, 1266446449.00,  32.5615008945,   3.4351856494,   0.9658865215,    -0.007,    -0.018,    -0.019
  31 09 03.55551,  -97 24 43.89843,      181.526,   31 09 03.55551,  -97 24 43.89843,      181.526, 1266446450.00,  32.4975416158,   3.4186042508,   0.8846754836,     0.004,    -0.011,    -0.023
  31 09 03.55547,  -97 24 43.89831,      181.526,   31 09 03.55547,  -97 24 43.89831,      181.526, 1266446451.00,  32.4666935681,   3.4125423574,   0.9080120546,    -0.006,     0.005,     0.008
  31 09 03.55544,  -97 24 43.89836,      181.525,   31 09 03.55544,  -97 24 43.89836,      181.525, 1266446452.00,  32.5152803892,   3.4415168331,   0.9153287256,    -0.003,     0.007,     0.014
  31 09 03.55542,  -97 24 43.89837,      181.525,   31 09 03.55542,  -97 24 43.89837,      181.525, 1266446453.00,  32.5182654993,   3.4492804112,   0.9678231188,     0.010,     0.002,     0.002
  31 09 03.55545,  -97 24 43.89838,      181.526,   31 09 03.55545,  -97 24 43.89838,      181.526, 1266446454.00,  32.5835884175,   3.4080217204,   1.1549797826,    -0.001,     0.009,    -0.010
  31 09 03.55546,  -97 24 43.89843,      181.525,   31 09 03.55546,  -97 24 43.89843,      181.525, 1266446455.00,  32.5519382289,   3.4526723213,   0.9519808358,     0.004,    -0.003,    -0.006
  31 09 03.55546,  -97 24 43.89839,      181.527,   31 09 03.55546,  -97 24 43.89839,      181.527, 1266446456.00,  32.4835156090,   3.3485773491,   0.7763979194,    -0.008,    -0.031,    -0.009
  31 09 03.55536,  -97 24 43.89841,      181.525,   31 09 03.55536,  -97 24 43.89841,      181.525, 1266446457.00,  32.4627229706,   3.4521394706,   0.7874560049,    -0.005,    -0.028,    -0.010
  31 09 03.55542,  -97 24 43.89842,      181.525,   31 09 03.55542,  -97 24 43.89842,      181.525, 1266446458.00,  32.5085710534,   3.4320000041,   0.9175116948,    -0.009,    -0.021,    -0.020
  31 09 03.55550,  -97 24 43.89849,      181.528,   31 09 03.55550,  -97 24 43.89849,      181.528, 1266446459.00,  32.6400705969,   3.3477293716,   1.0016047104,    -0.017,     0.001,    -0.022
  31 09 03.55556,  -97 24 43.89849,      181.529,   31 09 03.55556,  -97 24 43.89849,      181.529, 1266446460.00,  32.6064895406,   3.2925821838,   0.9216942867,     0.002,     0.005,    -0.024
  31 09 03.55554,  -97 24 43.89850,      181.530,   31 09 03.55554,  -97 24 43.89850,      181.530, 1266446461.00,  32.5299652975,   3.2483326533,   0.7931512054,     0.010,     0.028,    -0.007
  31 09 03.55553,  -97 24 43.89849,      181.527,   31 09 03.55553,  -97 24 43.89849,      181.527, 1266446462.00,  32.5479733610,   3.3347003113,   0.7614780985,     0.003,     0.018,     0.006
  31 09 03.55547,  -97 24 43.89855,      181.526,   31 09 03.55547,  -97 24 43.89855,      181.526, 1266446463.00,  32.5426849605,   3.3855388565,   0.8398300769,    -0.005,     0.011,     0.013
  31 09 03.55546,  -97 24 43.89850,      181.526,   31 09 03.55546,  -97 24 43.89850,      181.526, 1266446464.00,  32.4656622441,   3.3682298015,   0.7020967526,    -0.008,     0.006,     0.007
  31 09 03.55545,  -97 24 43.89850,      181.526,   31 09 03.55545,  -97 24 43.89850,      181.526, 1266446465.00,  32.5353682895,   3.3788066024,   0.9835164328,     0.000,    -0.000,    -0.001
